date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-11-25,21,11,0.0,10.9,5,76,06:41 PM,07:37 AM,05:48 AM,04:33 PM,12,16,17,16,4,6,80,0.0,1016,21,9,95,2,Mawsynram
2018-11-26,22,12,0.0,10.1,4,68,07:42 PM,08:39 AM,05:49 AM,04:33 PM,13,17,17,17,4,40,80,0.0,1016,22,8,100,3,Mawsynram
2018-11-27,22,11,0.0,10.8,4,60,08:45 PM,09:38 AM,05:49 AM,04:33 PM,12,15,15,15,3,26,83,0.0,1018,22,7,194,2,Mawsynram
2018-11-28,22,13,0.0,10.8,5,53,09:49 PM,10:31 AM,05:50 AM,04:33 PM,13,16,16,16,3,9,82,0.0,1018,22,10,69,2,Mawsynram
2018-11-29,22,14,0.0,10.8,5,45,10:52 PM,11:20 AM,05:51 AM,04:33 PM,12,17,18,17,3,8,78,0.0,1018,22,10,182,2,Mawsynram
2018-11-30,21,13,0.0,10.8,5,38,11:53 PM,12:04 PM,05:51 AM,04:33 PM,13,16,16,16,3,13,82,0.0,1018,21,8,184,2,Mawsynram
2018-12-01,19,11,0.0,10.8,4,36,No moonrise,12:44 PM,05:52 AM,04:33 PM,11,15,15,15,3,22,80,0.1,1016,19,8,128,2,Mawsynram
2018-12-02,18,12,0.0,10.8,4,29,12:53 AM,01:23 PM,05:53 AM,04:33 PM,12,14,14,14,3,27,85,0.5,1015,18,7,217,2,Mawsynram
2018-12-03,18,12,0.0,10.8,4,22,01:51 AM,02:01 PM,05:54 AM,04:33 PM,12,14,14,14,3,43,86,1.2,1017,18,6,164,2,Mawsynram
2018-12-04,18,12,0.0,10.0,4,15,02:48 AM,02:39 PM,05:54 AM,04:33 PM,12,15,14,15,3,48,86,0.2,1017,18,7,135,2,Mawsynram
2018-12-05,19,12,0.0,10.0,4,7,03:46 AM,03:19 PM,05:55 AM,04:33 PM,12,15,15,15,3,28,82,0.2,1015,19,9,194,2,Mawsynram
2018-12-06,19,13,0.0,10.8,4,0,04:43 AM,04:01 PM,05:56 AM,04:33 PM,12,15,15,15,2,30,85,0.7,1014,19,7,228,1,Mawsynram
2018-12-07,17,12,0.0,10.0,3,0,05:39 AM,04:45 PM,05:56 AM,04:33 PM,12,14,14,14,4,41,88,1.7,1015,17,7,152,3,Mawsynram
2018-12-08,15,11,0.0,10.0,3,0,06:34 AM,05:32 PM,05:57 AM,04:34 PM,11,13,13,13,5,43,88,0.4,1016,15,7,99,3,Mawsynram
2018-12-09,18,9,0.0,10.8,3,7,07:27 AM,06:21 PM,05:58 AM,04:34 PM,9,13,13,13,4,15,82,0.0,1015,18,8,78,3,Mawsynram
2018-12-10,18,8,0.0,10.8,4,14,08:16 AM,07:12 PM,05:58 AM,04:34 PM,9,12,12,12,4,12,82,0.0,1015,18,8,111,3,Mawsynram
2018-12-11,19,11,0.0,10.8,5,21,09:02 AM,08:04 PM,05:59 AM,04:34 PM,10,14,14,14,5,6,76,0.0,1015,19,10,147,4,Mawsynram
2018-12-12,20,12,0.0,10.4,4,29,09:45 AM,08:55 PM,06:00 AM,04:35 PM,10,15,15,15,3,12,73,0.2,1017,20,9,159,2,Mawsynram
2018-12-13,19,13,0.0,10.4,5,36,10:23 AM,09:47 PM,06:00 AM,04:35 PM,10,15,15,15,5,6,74,0.0,1018,19,10,171,3,Mawsynram
2018-12-14,20,12,0.0,8.7,5,43,11:00 AM,10:38 PM,06:01 AM,04:35 PM,9,15,15,15,5,6,68,0.0,1018,20,10,212,3,Mawsynram
2018-12-15,20,13,0.0,8.7,5,51,11:35 AM,11:30 PM,06:01 AM,04:36 PM,10,16,16,16,4,2,70,0.0,1019,20,10,127,3,Mawsynram
2018-12-16,20,14,0.0,8.7,5,58,12:09 PM,No moonset,06:02 AM,04:36 PM,11,17,17,17,6,13,68,0.0,1019,20,10,136,4,Mawsynram
2018-12-17,19,15,0.0,3.9,4,65,12:44 PM,12:22 AM,06:02 AM,04:36 PM,12,16,16,16,5,67,74,5.2,1019,19,10,125,3,Mawsynram
2018-12-18,14,10,0.0,3.9,3,72,01:20 PM,01:16 AM,06:03 AM,04:37 PM,12,12,12,12,10,96,97,99.2,1016,14,7,98,7,Mawsynram
2018-12-19,15,8,0.0,7.1,3,80,01:59 PM,02:12 AM,06:04 AM,04:37 PM,11,13,12,13,4,79,93,0.3,1016,15,4,152,3,Mawsynram
2018-12-20,18,8,0.0,8.7,3,87,02:42 PM,03:11 AM,06:04 AM,04:38 PM,10,12,12,12,4,24,85,0.0,1016,18,8,146,2,Mawsynram
2018-12-21,17,11,0.0,7.1,3,94,03:30 PM,04:13 AM,06:05 AM,04:38 PM,11,14,14,14,5,46,86,0.5,1016,17,7,146,3,Mawsynram
2018-12-22,16,9,0.0,7.1,3,100,04:24 PM,05:17 AM,06:05 AM,04:39 PM,11,12,12,12,5,53,90,0.6,1017,16,5,91,3,Mawsynram
2018-12-23,18,9,0.0,8.7,3,100,05:25 PM,06:21 AM,06:06 AM,04:39 PM,10,12,12,12,3,16,85,0.0,1016,18,7,139,2,Mawsynram
2018-12-24,17,10,0.0,8.7,4,84,06:29 PM,07:24 AM,06:06 AM,04:40 PM,9,14,14,14,5,6,77,0.0,1015,17,10,248,3,Mawsynram
2018-12-25,16,11,0.0,7.1,3,77,07:36 PM,08:22 AM,06:07 AM,04:40 PM,11,13,13,13,4,58,90,0.6,1015,16,6,242,3,Mawsynram
2018-12-26,15,9,0.0,8.7,3,69,08:42 PM,09:15 AM,06:07 AM,04:41 PM,10,12,12,12,3,50,88,0.4,1014,15,7,177,2,Mawsynram
2018-12-27,17,10,0.0,8.7,3,62,09:46 PM,10:02 AM,06:07 AM,04:42 PM,8,13,13,13,5,6,75,0.5,1014,17,10,234,3,Mawsynram
2018-12-28,14,9,0.0,8.7,3,55,10:47 PM,10:45 AM,06:08 AM,04:42 PM,8,11,11,11,5,27,84,2.9,1014,14,10,223,3,Mawsynram
2018-12-29,15,9,0.0,8.7,4,48,11:47 PM,11:25 AM,06:08 AM,04:43 PM,8,12,12,12,8,28,82,1.3,1017,15,10,30,5,Mawsynram
2018-12-30,16,8,0.0,8.7,4,40,No moonrise,12:03 PM,06:08 AM,04:43 PM,8,12,12,12,7,1,73,0.0,1019,16,10,84,5,Mawsynram
2018-12-31,18,12,0.0,8.7,5,36,12:44 AM,12:41 PM,06:09 AM,04:44 PM,8,14,14,14,4,3,68,0.0,1019,18,10,112,3,Mawsynram
2019-01-01,17,8,0.0,8.7,4,26,01:41 AM,01:20 PM,06:09 AM,04:45 PM,6,12,12,12,3,6,68,0.0,1020,17,10,61,3,Mawsynram
2019-01-02,17,7,0.0,8.7,4,19,02:37 AM,02:00 PM,06:09 AM,04:45 PM,7,12,12,12,3,10,73,0.0,1019,17,10,178,2,Mawsynram
2019-01-03,16,10,0.0,8.7,4,11,03:33 AM,02:42 PM,06:10 AM,04:46 PM,8,12,12,12,3,14,77,0.0,1020,16,10,219,2,Mawsynram
2019-01-04,14,8,0.0,8.7,3,4,04:27 AM,03:28 PM,06:10 AM,04:47 PM,7,10,10,10,3,36,83,0.1,1021,14,8,139,2,Mawsynram
2019-01-05,17,6,0.0,8.7,4,0,05:20 AM,04:15 PM,06:10 AM,04:47 PM,7,11,11,11,7,25,78,0.0,1019,17,8,86,4,Mawsynram
2019-01-06,19,11,0.0,8.7,5,0,06:11 AM,05:06 PM,06:10 AM,04:48 PM,8,15,15,15,4,10,66,0.0,1017,19,10,137,3,Mawsynram
2019-01-07,21,13,0.0,8.7,5,3,06:58 AM,05:57 PM,06:10 AM,04:49 PM,8,16,16,16,4,1,59,0.0,1015,21,10,178,3,Mawsynram
2019-01-08,18,10,0.0,8.7,3,10,07:42 AM,06:49 PM,06:11 AM,04:50 PM,5,13,13,13,4,7,61,1.1,1014,18,10,288,2,Mawsynram
2019-01-09,16,11,0.0,8.7,4,18,08:22 AM,07:41 PM,06:11 AM,04:50 PM,7,13,13,13,2,18,68,0.0,1016,16,10,145,1,Mawsynram
2019-01-10,15,8,0.0,8.7,4,25,09:00 AM,08:31 PM,06:11 AM,04:51 PM,7,11,11,11,3,20,76,0.0,1017,15,9,65,2,Mawsynram
2019-01-11,16,7,0.0,8.7,4,32,09:35 AM,09:23 PM,06:11 AM,04:52 PM,7,11,12,11,5,10,75,0.0,1018,16,9,147,3,Mawsynram
2019-01-12,17,10,0.0,8.7,5,39,10:09 AM,10:13 PM,06:11 AM,04:53 PM,8,14,14,14,4,4,70,0.0,1017,17,10,106,3,Mawsynram
2019-01-13,19,13,0.0,8.7,5,47,10:42 AM,11:05 PM,06:11 AM,04:53 PM,9,15,15,15,3,4,69,0.0,1017,19,10,201,2,Mawsynram
2019-01-14,20,11,0.0,8.7,5,54,11:17 AM,11:59 PM,06:11 AM,04:54 PM,10,14,14,14,2,16,75,0.1,1015,20,10,281,2,Mawsynram
2019-01-15,15,10,0.0,8.7,3,61,11:53 AM,No moonset,06:11 AM,04:55 PM,9,12,12,12,3,20,79,0.5,1016,15,10,90,3,Mawsynram
2019-01-16,18,11,0.0,8.7,5,69,12:32 PM,12:54 AM,06:11 AM,04:56 PM,9,14,14,14,5,3,71,0.0,1017,18,10,68,4,Mawsynram
2019-01-17,19,11,0.0,8.7,5,76,01:17 PM,01:53 AM,06:11 AM,04:56 PM,7,15,15,15,4,3,61,0.0,1015,19,10,162,3,Mawsynram
2019-01-18,20,11,0.0,8.7,5,83,02:06 PM,02:55 AM,06:11 AM,04:57 PM,6,14,14,14,2,11,62,0.0,1016,20,10,196,2,Mawsynram
2019-01-19,16,10,0.0,8.7,3,90,03:03 PM,03:58 AM,06:11 AM,04:58 PM,9,12,12,12,3,40,79,1.5,1017,16,9,33,2,Mawsynram
2019-01-20,15,11,0.0,8.7,3,98,04:06 PM,05:02 AM,06:10 AM,04:59 PM,9,13,12,13,4,28,80,0.6,1017,15,9,86,3,Mawsynram
2019-01-21,18,11,0.0,8.7,4,100,05:13 PM,06:04 AM,06:10 AM,04:59 PM,9,14,14,14,3,16,76,0.0,1017,18,10,146,2,Mawsynram
2019-01-22,18,12,0.0,8.7,4,88,06:21 PM,07:01 AM,06:10 AM,05:00 PM,10,14,14,14,2,18,79,0.6,1017,18,10,152,1,Mawsynram
2019-01-23,18,12,0.0,8.7,4,81,07:29 PM,07:52 AM,06:10 AM,05:01 PM,11,15,15,15,2,13,77,0.4,1017,18,10,183,2,Mawsynram
2019-01-24,19,13,0.0,8.7,5,73,08:34 PM,08:39 AM,06:10 AM,05:02 PM,10,15,15,15,4,13,74,0.2,1018,19,10,272,3,Mawsynram
2019-01-25,19,13,0.0,8.7,4,66,09:37 PM,09:22 AM,06:09 AM,05:03 PM,11,15,15,15,2,12,76,1.9,1018,19,10,85,2,Mawsynram
2019-01-26,19,13,0.0,8.7,4,59,10:37 PM,10:02 AM,06:09 AM,05:03 PM,11,16,16,16,4,28,75,5.6,1018,19,10,161,3,Mawsynram
2019-01-27,19,13,0.0,8.7,4,51,11:35 PM,10:41 AM,06:09 AM,05:04 PM,10,16,16,16,4,38,69,1.5,1017,19,10,198,3,Mawsynram
2019-01-28,19,13,0.0,8.7,4,44,No moonrise,11:20 AM,06:08 AM,05:05 PM,9,15,15,15,5,16,70,3.8,1017,19,9,286,3,Mawsynram
2019-01-29,15,8,0.0,8.7,3,37,12:32 AM,12:00 PM,06:08 AM,05:06 PM,8,11,12,11,8,32,80,10.6,1016,15,8,254,5,Mawsynram
2019-01-30,17,8,0.0,8.7,4,30,01:28 AM,12:41 PM,06:08 AM,05:06 PM,7,12,12,12,5,9,73,0.0,1019,17,9,152,3,Mawsynram
2019-01-31,19,7,0.0,8.7,5,26,02:23 AM,01:26 PM,06:07 AM,05:07 PM,8,13,14,13,4,3,70,0.0,1019,19,10,90,3,Mawsynram
2019-02-01,21,9,0.0,7.2,4,8,03:16 AM,02:12 PM,06:07 AM,05:08 PM,7,15,15,15,4,18,59,0.0,1017,21,10,181,3,Mawsynram
2019-02-02,19,8,0.0,8.7,5,1,04:07 AM,03:01 PM,06:06 AM,05:08 PM,5,14,15,14,6,4,52,0.0,1015,19,10,240,4,Mawsynram
2019-02-03,19,12,0.0,8.7,5,0,04:55 AM,03:52 PM,06:06 AM,05:09 PM,8,15,15,15,3,9,69,0.0,1018,19,10,216,2,Mawsynram
2019-02-04,19,10,0.0,8.7,5,0,05:40 AM,04:44 PM,06:05 AM,05:10 PM,6,14,14,14,3,5,63,0.0,1019,19,10,175,2,Mawsynram
2019-02-05,18,9,0.0,8.7,4,0,06:21 AM,05:36 PM,06:05 AM,05:11 PM,8,13,13,13,4,13,77,0.0,1017,18,10,169,3,Mawsynram
2019-02-06,17,10,0.0,8.7,4,7,07:00 AM,06:27 PM,06:04 AM,05:11 PM,9,13,13,13,4,19,80,0.2,1015,17,9,177,2,Mawsynram
2019-02-07,21,11,0.0,8.7,5,14,07:36 AM,07:18 PM,06:04 AM,05:12 PM,10,15,15,15,3,7,72,0.0,1016,21,10,200,2,Mawsynram
2019-02-08,21,14,0.0,8.7,5,22,08:10 AM,08:09 PM,06:03 AM,05:13 PM,11,17,17,17,6,21,70,0.0,1016,21,10,166,4,Mawsynram
2019-02-09,19,13,0.0,8.7,4,29,08:43 AM,09:00 PM,06:03 AM,05:13 PM,10,15,15,15,4,38,75,3.8,1016,19,8,188,3,Mawsynram
2019-02-10,19,11,0.0,8.7,5,37,09:17 AM,09:52 PM,06:02 AM,05:14 PM,7,15,15,15,4,10,66,0.2,1019,19,10,223,3,Mawsynram
2019-02-11,20,10,0.0,8.7,5,44,09:52 AM,10:45 PM,06:01 AM,05:15 PM,8,14,14,14,4,11,69,0.0,1019,20,8,147,3,Mawsynram
2019-02-12,20,11,0.0,8.7,5,52,10:28 AM,11:41 PM,06:01 AM,05:15 PM,6,15,15,15,3,8,60,0.0,1020,20,10,182,2,Mawsynram
2019-02-13,20,12,0.0,11.2,5,60,11:09 AM,No moonset,06:00 AM,05:16 PM,10,15,15,15,5,15,73,0.0,1019,20,10,165,3,Mawsynram
2019-02-14,20,11,0.0,11.2,5,67,11:55 AM,12:39 AM,06:00 AM,05:17 PM,10,15,15,15,3,19,74,0.1,1016,20,10,134,2,Mawsynram
2019-02-15,23,14,0.0,11.6,4,75,12:46 PM,01:40 AM,05:59 AM,05:17 PM,12,17,17,17,3,17,72,3.3,1016,23,10,273,2,Mawsynram
2019-02-16,20,13,0.0,10.2,4,82,01:44 PM,02:41 AM,05:58 AM,05:18 PM,11,15,15,15,7,37,79,15.5,1015,20,9,266,4,Mawsynram
2019-02-17,15,9,0.0,11.6,3,90,02:47 PM,03:43 AM,05:57 AM,05:19 PM,8,11,12,11,17,26,81,3.9,1012,15,10,231,11,Mawsynram
2019-02-18,14,11,0.0,11.6,3,97,03:55 PM,04:42 AM,05:57 AM,05:19 PM,8,12,12,12,9,32,76,0.8,1013,14,10,226,6,Mawsynram
2019-02-19,17,11,0.0,11.6,4,100,05:04 PM,05:36 AM,05:56 AM,05:20 PM,6,13,13,13,11,17,63,0.0,1016,17,10,241,8,Mawsynram
2019-02-20,19,9,0.0,11.6,4,88,06:11 PM,06:26 AM,05:55 AM,05:20 PM,8,14,14,14,10,23,69,0.2,1019,19,8,225,7,Mawsynram
2019-02-21,18,12,0.0,11.6,3,80,07:18 PM,07:12 AM,05:54 AM,05:21 PM,11,14,14,14,2,36,84,1.3,1018,18,7,164,1,Mawsynram
2019-02-22,19,13,0.0,11.6,5,73,08:21 PM,07:54 AM,05:53 AM,05:22 PM,12,16,16,16,6,20,78,0.3,1014,19,10,228,5,Mawsynram
2019-02-23,21,14,0.0,11.6,4,65,09:23 PM,08:35 AM,05:53 AM,05:22 PM,13,17,17,17,11,26,76,5.2,1012,21,10,235,8,Mawsynram
2019-02-24,21,13,0.0,11.6,5,57,10:22 PM,09:16 AM,05:52 AM,05:23 PM,9,17,17,17,11,12,64,0.4,1012,21,10,229,8,Mawsynram
2019-02-25,18,13,0.0,11.6,4,50,11:21 PM,09:57 AM,05:51 AM,05:23 PM,9,15,15,15,10,33,69,4.7,1013,18,9,212,7,Mawsynram
2019-02-26,19,12,0.0,11.6,4,42,No moonrise,10:39 AM,05:50 AM,05:24 PM,11,14,15,14,14,32,80,19.3,1012,19,9,229,8,Mawsynram
2019-02-27,18,12,0.0,11.6,4,35,12:17 AM,11:23 AM,05:49 AM,05:25 PM,11,14,14,14,11,33,84,20.2,1013,18,8,210,7,Mawsynram
2019-02-28,16,8,0.0,7.3,3,27,01:12 AM,12:09 PM,05:48 AM,05:25 PM,10,11,12,11,11,42,89,22.9,1013,16,8,221,6,Mawsynram
2019-03-01,17,8,0.0,11.6,4,26,02:04 AM,12:58 PM,05:47 AM,05:26 PM,6,12,12,12,7,7,70,0.0,1016,17,10,215,5,Mawsynram
2019-03-02,20,10,0.0,11.6,5,19,02:53 AM,01:48 PM,05:47 AM,05:26 PM,8,14,14,14,3,9,70,0.0,1016,20,10,130,2,Mawsynram
2019-03-03,19,12,0.0,11.6,4,12,03:39 AM,02:39 PM,05:46 AM,05:27 PM,11,14,14,14,5,29,80,0.9,1012,19,9,152,3,Mawsynram
2019-03-04,19,12,0.0,10.2,4,4,04:20 AM,03:31 PM,05:45 AM,05:27 PM,10,15,15,15,9,41,75,3.6,1010,19,10,246,6,Mawsynram
2019-03-05,16,13,0.0,8.8,3,0,05:00 AM,04:22 PM,05:44 AM,05:28 PM,13,14,15,14,9,58,88,10.7,1010,16,9,215,6,Mawsynram
2019-03-06,18,12,0.0,11.6,4,0,05:37 AM,05:14 PM,05:43 AM,05:28 PM,11,15,14,15,9,31,81,3.9,1011,18,8,242,6,Mawsynram
2019-03-07,17,11,0.0,11.6,3,3,06:11 AM,06:05 PM,05:42 AM,05:29 PM,9,14,14,14,11,23,74,1.7,1013,17,10,250,7,Mawsynram
2019-03-08,18,12,0.0,11.6,5,10,06:45 AM,06:56 PM,05:41 AM,05:29 PM,7,15,15,15,7,9,62,0.0,1013,18,10,259,5,Mawsynram
2019-03-09,18,12,0.0,11.6,5,17,07:19 AM,07:48 PM,05:40 AM,05:30 PM,6,15,15,15,8,13,59,0.0,1014,18,10,249,6,Mawsynram
2019-03-10,20,13,0.0,11.6,5,24,07:53 AM,08:41 PM,05:39 AM,05:30 PM,8,16,16,16,11,24,59,0.0,1015,20,10,236,7,Mawsynram
2019-03-11,19,14,0.0,11.6,4,32,08:28 AM,09:36 PM,05:38 AM,05:31 PM,11,16,16,16,8,24,76,2.4,1015,19,10,237,5,Mawsynram
2019-03-12,22,13,0.0,11.6,5,39,09:07 AM,10:32 PM,05:37 AM,05:31 PM,10,17,18,17,14,11,67,0.1,1014,22,10,244,9,Mawsynram
2019-03-13,23,16,0.0,11.6,6,46,09:50 AM,11:30 PM,05:36 AM,05:32 PM,12,20,20,20,11,7,62,0.0,1014,23,10,247,8,Mawsynram
2019-03-14,24,18,0.0,11.6,6,54,10:37 AM,No moonset,05:35 AM,05:32 PM,12,21,21,21,7,5,60,0.0,1014,24,10,250,5,Mawsynram
2019-03-15,25,18,0.0,11.6,6,61,11:31 AM,12:29 AM,05:34 AM,05:33 PM,11,22,22,21,10,17,53,0.0,1014,25,10,239,7,Mawsynram
2019-03-16,24,18,0.0,11.6,5,68,12:30 PM,01:29 AM,05:33 AM,05:33 PM,10,21,21,21,16,22,53,0.6,1013,24,10,248,11,Mawsynram
2019-03-17,24,17,0.0,11.6,6,75,01:34 PM,02:27 AM,05:32 AM,05:34 PM,8,20,20,20,11,11,48,0.0,1014,24,10,260,8,Mawsynram
2019-03-18,23,14,0.0,11.6,4,83,02:40 PM,03:22 AM,05:31 AM,05:34 PM,7,18,18,18,9,26,52,5.1,1013,23,10,232,5,Mawsynram
2019-03-19,21,14,0.0,11.6,4,90,03:48 PM,04:12 AM,05:30 AM,05:34 PM,9,16,16,16,11,20,65,2.4,1012,21,10,236,7,Mawsynram
2019-03-20,22,12,0.0,11.6,5,97,04:54 PM,04:59 AM,05:29 AM,05:35 PM,7,17,17,17,15,9,57,0.1,1012,22,10,225,9,Mawsynram
2019-03-21,22,14,0.0,11.6,4,100,05:59 PM,05:43 AM,05:28 AM,05:35 PM,10,18,18,18,15,17,63,1.1,1013,22,10,233,9,Mawsynram
2019-03-22,23,14,0.0,11.6,4,88,07:03 PM,06:25 AM,05:27 AM,05:36 PM,11,18,18,18,16,14,68,14.9,1012,23,9,236,10,Mawsynram
2019-03-23,22,15,0.0,11.6,4,81,08:05 PM,07:07 AM,05:25 AM,05:36 PM,12,18,19,18,15,12,70,3.4,1011,22,10,225,10,Mawsynram
2019-03-24,24,17,0.0,11.6,6,74,09:06 PM,07:49 AM,05:24 AM,05:37 PM,8,20,20,20,8,6,49,0.0,1012,24,10,264,5,Mawsynram
2019-03-25,25,16,0.0,11.6,6,66,10:06 PM,08:31 AM,05:23 AM,05:37 PM,11,20,20,20,4,15,59,0.0,1013,25,10,210,3,Mawsynram
2019-03-26,26,17,0.0,11.6,5,59,11:03 PM,09:16 AM,05:22 AM,05:38 PM,12,21,21,21,7,11,61,2.0,1013,26,10,216,4,Mawsynram
2019-03-27,21,15,0.0,11.6,4,52,11:57 PM,10:03 AM,05:21 AM,05:38 PM,11,18,19,18,10,20,65,7.1,1014,21,9,273,6,Mawsynram
2019-03-28,25,14,0.0,11.6,6,45,No moonrise,10:52 AM,05:20 AM,05:38 PM,11,19,19,19,5,8,61,0.0,1014,25,10,291,4,Mawsynram
2019-03-29,22,13,0.0,11.6,5,37,12:48 AM,11:42 AM,05:19 AM,05:39 PM,11,18,19,18,4,28,65,0.1,1011,22,10,208,3,Mawsynram
2019-03-30,22,16,0.0,11.6,4,30,01:36 AM,12:33 PM,05:18 AM,05:39 PM,12,18,18,18,6,39,70,4.9,1011,22,9,189,3,Mawsynram
2019-03-31,23,17,0.0,11.6,4,26,02:19 AM,01:25 PM,05:17 AM,05:40 PM,15,19,19,19,16,47,79,51.1,1010,23,6,207,9,Mawsynram
2019-04-01,21,17,0.0,11.6,4,9,02:59 AM,02:17 PM,05:16 AM,05:40 PM,15,19,19,19,16,36,81,32.8,1012,21,8,216,9,Mawsynram
2019-04-02,23,17,0.0,11.6,5,1,03:37 AM,03:08 PM,05:15 AM,05:41 PM,15,19,20,19,13,20,76,17.4,1011,23,9,172,8,Mawsynram
2019-04-03,20,16,0.0,11.6,4,0,04:12 AM,04:00 PM,05:14 AM,05:41 PM,13,18,18,18,6,24,77,2.5,1013,20,10,179,4,Mawsynram
2019-04-04,21,16,0.0,11.6,4,0,04:46 AM,04:51 PM,05:13 AM,05:42 PM,15,18,18,18,7,26,81,26.7,1014,21,8,217,4,Mawsynram
2019-04-05,21,17,0.0,11.6,4,0,05:20 AM,05:44 PM,05:12 AM,05:42 PM,16,19,19,19,5,27,83,23.3,1013,21,8,230,3,Mawsynram
2019-04-06,22,18,0.0,11.6,4,6,05:54 AM,06:36 PM,05:11 AM,05:42 PM,15,19,20,19,5,17,78,19.4,1012,22,8,201,3,Mawsynram
2019-04-07,21,16,0.0,11.6,4,14,06:29 AM,07:31 PM,05:10 AM,05:43 PM,15,18,18,18,8,42,80,27.4,1012,21,8,219,5,Mawsynram
2019-04-08,20,17,0.0,11.6,4,21,07:07 AM,08:27 PM,05:09 AM,05:43 PM,15,18,18,18,11,36,83,43.4,1010,20,7,235,6,Mawsynram
2019-04-09,19,14,0.0,10.2,4,29,07:49 AM,09:26 PM,05:08 AM,05:44 PM,14,16,16,16,12,44,87,57.4,1011,19,5,212,6,Mawsynram
2019-04-10,20,14,0.0,11.6,4,36,08:35 AM,10:24 PM,05:07 AM,05:44 PM,14,17,17,17,8,33,81,7.0,1012,20,9,240,5,Mawsynram
2019-04-11,22,14,0.0,11.6,4,44,09:26 AM,11:24 PM,05:06 AM,05:45 PM,15,18,19,18,4,37,80,1.0,1011,22,9,182,3,Mawsynram
2019-04-12,22,19,0.0,11.6,5,52,10:22 AM,No moonset,05:05 AM,05:45 PM,17,20,21,20,6,44,82,21.3,1010,22,8,182,3,Mawsynram
2019-04-13,23,19,0.0,11.6,5,59,11:23 AM,12:20 AM,05:04 AM,05:46 PM,17,21,22,21,6,29,79,13.9,1010,23,9,175,4,Mawsynram
2019-04-14,25,20,0.0,11.6,5,67,12:25 PM,01:14 AM,05:03 AM,05:46 PM,17,22,22,21,8,19,75,20.9,1010,25,8,243,5,Mawsynram
2019-04-15,24,17,0.0,11.6,5,74,01:31 PM,02:04 AM,05:02 AM,05:46 PM,16,20,21,20,13,22,76,21.1,1010,24,8,237,7,Mawsynram
2019-04-16,25,16,0.0,11.6,5,82,02:35 PM,02:51 AM,05:01 AM,05:47 PM,16,21,21,20,12,19,78,8.8,1010,25,9,230,6,Mawsynram
2019-04-17,24,17,0.0,11.6,5,89,03:40 PM,03:35 AM,05:00 AM,05:47 PM,16,20,21,20,16,21,78,42.5,1011,24,7,246,8,Mawsynram
2019-04-18,25,19,0.0,11.6,5,97,04:43 PM,04:16 AM,04:59 AM,05:48 PM,15,22,22,21,15,12,71,14.9,1010,25,9,236,10,Mawsynram
2019-04-19,23,19,0.0,11.6,5,100,05:46 PM,04:57 AM,04:58 AM,05:48 PM,15,20,21,20,14,16,71,15.7,1009,23,9,249,9,Mawsynram
2019-04-20,22,18,0.0,11.6,5,88,06:48 PM,05:39 AM,04:57 AM,05:49 PM,13,20,20,20,8,18,65,9.4,1008,22,9,246,5,Mawsynram
2019-04-21,22,16,0.0,11.6,4,81,07:49 PM,06:21 AM,04:56 AM,05:49 PM,12,19,19,19,5,28,66,0.6,1008,22,10,236,3,Mawsynram
2019-04-22,23,16,0.0,11.6,5,73,08:49 PM,07:06 AM,04:55 AM,05:50 PM,14,19,19,19,5,23,72,21.9,1009,23,8,196,3,Mawsynram
2019-04-23,24,17,0.0,11.6,5,65,09:46 PM,07:53 AM,04:55 AM,05:50 PM,15,20,21,20,5,28,71,18.8,1011,24,8,175,3,Mawsynram
2019-04-24,24,16,0.0,11.6,5,58,10:40 PM,08:42 AM,04:54 AM,05:51 PM,15,20,20,20,7,32,73,10.6,1010,24,9,179,4,Mawsynram
2019-04-25,26,18,0.0,11.6,5,50,11:30 PM,09:33 AM,04:53 AM,05:51 PM,15,22,22,22,7,26,70,5.9,1009,26,10,270,4,Mawsynram
2019-04-26,25,19,0.0,11.6,5,43,No moonrise,10:24 AM,04:52 AM,05:52 PM,17,23,23,22,8,30,73,21.7,1008,25,9,240,5,Mawsynram
2019-04-27,23,20,0.0,11.6,5,35,12:15 AM,11:17 AM,04:51 AM,05:52 PM,18,21,22,21,9,38,84,33.7,1007,23,7,210,5,Mawsynram
2019-04-28,24,20,0.0,11.6,5,28,12:57 AM,12:09 PM,04:50 AM,05:53 PM,19,21,22,21,15,38,85,16.1,1008,24,8,210,9,Mawsynram
2019-04-29,21,18,0.0,10.3,5,20,01:36 AM,01:01 PM,04:50 AM,05:53 PM,18,20,20,20,15,46,90,17.4,1008,21,9,204,10,Mawsynram
2019-04-30,23,20,0.0,10.3,5,13,02:11 AM,01:52 PM,04:49 AM,05:54 PM,19,21,21,21,18,48,89,28.5,1008,23,8,218,10,Mawsynram
2019-05-01,22,20,0.0,9.1,5,12,02:46 AM,02:43 PM,04:48 AM,05:54 PM,19,21,21,21,21,50,89,47.8,1008,22,7,222,10,Mawsynram
2019-05-02,24,21,0.0,11.6,5,5,03:19 AM,03:36 PM,04:47 AM,05:55 PM,19,22,24,22,18,49,87,26.3,1008,24,8,222,9,Mawsynram
